Company,Inches,ScreenResolution,Cpu_Company,Ram_in_GB,Memory,OpSys,Price,ScreenType,Gpu_Model,Cpu_Model,Memory_Type,Company_freq,Ram_in_GB_freq,Inches_freq,Memory_freq,Gpu_Company_orig,Gpu_Company_Amd,Gpu_Company_Arm,Gpu_Company_Intel,Gpu_Company_Nvidia,OpSys_freq,ScreenType_Full HD ,ScreenType_IPS Panel ,ScreenType_IPS Panel Full HD ,ScreenType_IPS Panel Quad HD,ScreenType_IPS Panel Retina Display ,ScreenType_IPS Panel Touchscreen ,ScreenType_QHD ,ScreenType_Quad HD,ScreenType_Regular,ScreenType_Touchscreen ,Gpu_Model_freq,ScreenResolution_freq
Acer,13.3,1920x1080,Intel,8,256GB,Windows 10,42038.45,IPS Panel Full HD ,HD Graphics 520,Core i7 6500U 2.5GHz,SSD,107,619,164,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,170,809
Asus,13.3,1920x1080,Intel,8,256GB,Windows 10,49443.84,IPS Panel Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,160,619,164,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
Dell,15.6,1920x1080,Intel,4,256GB,Linux,31909.39,Full HD ,Radeon R5 M430,Core i5 7200U 2.5GHz,SSD,301,375,677,508,Amd,1,0,0,0,62,1,0,0,0,0,0,0,0,0,0,20,809
Dell,13.3,1366x768,Intel,4,128GB,Windows 10,36709.92,Regular,HD Graphics 520,Core i3 6006U 2GHz,SSD,301,375,164,177,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,170,282
HP,14.0,1920x1080,Intel,8,256GB,Windows 10,79920.0,Full HD ,HD Graphics 520,Core i7 6500U 2.5GHz,SSD,279,619,199,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,170,809
Dell,15.6,1366x768,Intel,8,1TB,Windows 10,28768.54,Regular,HD Graphics 620,Core i5 7200U 2.5GHz,HDD,301,619,677,260,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
Lenovo,14.0,1920x1080,Intel,8,256GB,Windows 10,64755.45,IPS Panel Full HD ,Radeon RX 550,Core i7 8550U 1.8GHz,SSD,301,619,199,508,Amd,1,0,0,0,1065,0,0,1,0,0,0,0,0,0,0,4,809
Lenovo,15.6,3840x2160,Intel,16,512GB,Windows 10,101178.72,IPS Panel ,GeForce GTX 1050,Core i7 7700HQ 2.8GHz,SSD,301,216,677,145,Nvidia,0,0,0,1,1065,0,1,0,0,0,0,0,0,0,0,61,43
Chuwi,12.3,2736x1824,Intel,6,64GB,Windows 10,23922.72,IPS Panel Retina Display ,HD Graphics 500,Celeron Quad Core N3450 1.1GHz,Flash Storage,3,41,5,17,Intel,0,0,1,0,1065,0,0,0,0,1,0,0,0,0,0,36,1
HP,15.6,1920x1080,Intel,8,256GB,Windows 10,76030.56,Full HD ,HD Graphics 630,Core i7 7820HQ 2.9GHz,SSD,279,619,677,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,4,809
Asus,15.6,1920x1080,Intel,8,1TB,Linux,31808.16,Full HD ,GeForce 940MX,Core i3 7100U 2.4GHz,HDD,160,619,677,260,Nvidia,0,0,0,1,62,1,0,0,0,0,0,0,0,0,0,38,809
Dell,17.3,2560x1440,Intel,16,256GB,Windows 10,149130.72,IPS Panel ,GeForce GTX 1070,Core i7 7820HK 2.9GHz,SSD +  1TB HDD,301,216,171,508,Nvidia,0,0,0,1,1065,0,1,0,0,0,0,0,0,0,0,30,27
Dell,15.6,1920x1080,Intel,8,128GB,Windows 10,61751.52,IPS Panel Full HD ,GeForce GTX 1050 Ti,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,301,619,677,177,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,27,809
Dell,15.6,1920x1080,Intel,8,256GB,Windows 10,60867.07,Full HD ,Radeon 530,Core i7 8550U 1.8GHz,SSD +  2TB HDD,301,619,677,508,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,41,809
Dell,14.0,1920x1080,Intel,8,256GB,Linux,58554.72,Full HD ,HD Graphics 620,Core i7 7600U 2.8GHz,SSD,301,619,199,508,Intel,0,0,1,0,62,1,0,0,0,0,0,0,0,0,0,270,809
HP,17.3,1920x1080,Intel,12,256GB,Windows 10,106506.72,Full HD ,GeForce GTX 1070,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,279,25,171,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,30,809
Mediacom,11.6,1920x1080,Intel,4,32GB,Windows 10,15930.72,IPS Panel Full HD ,HD Graphics 500,Celeron Dual Core N3350 1.1GHz,SSD,7,375,33,45,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,36,809
Samsung,11.6,1366x768,Intel,4,16GB,Chrome OS,14332.32,Regular,HD Graphics 400,Celeron Dual Core N3060 1.6GHz,Flash Storage,9,375,33,10,Intel,0,0,1,0,27,0,0,0,0,0,0,0,0,1,0,34,282
Lenovo,13.3,1920x1080,Intel,8,256GB,Windows 10,53812.8,IPS Panel Full HD ,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,301,619,164,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
Lenovo,14.0,1920x1080,Intel,4,128GB,Windows 10,31914.72,IPS Panel Full HD ,HD Graphics 620,Core i3 7130U 2.7GHz,SSD,301,375,199,177,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
Lenovo,15.6,3840x2160,Intel,16,512GB,Windows 10,130269.6,IPS Panel ,GeForce 940MX,Core i7 7600U 2.8GHz,SSD,301,216,677,145,Nvidia,0,0,0,1,1065,0,1,0,0,0,0,0,0,0,0,38,43
Lenovo,15.6,1920x1080,Intel,16,512GB,Windows 10,130482.72,Full HD ,Quadro M2200M,Core i7 7820HQ 2.9GHz,SSD,301,216,677,145,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,3,809
Asus,17.3,1920x1080,AMD,8,256GB,Windows 10,90309.6,Full HD ,Radeon RX 580,Ryzen 1600 3.2GHz,SSD +  1TB HDD,160,619,171,508,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,5,809
HP,15.6,1366x768,Intel,4,500GB,Windows 10,18488.16,Regular,HD Graphics 400,Celeron Dual Core N3060 1.6GHz,HDD,279,375,677,132,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,34,282
Google,12.3,2400x1600,Intel,16,512GB,Chrome OS,117162.72,Touchscreen ,HD Graphics 615,Core i7 7Y75 1.3GHz,SSD,3,216,5,145,Intel,0,0,1,0,27,0,0,0,0,0,0,0,0,0,1,14,4
Lenovo,14.0,2560x1440,Intel,24,512GB,Windows 10,126912.96,Regular,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,301,3,199,145,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,27
Asus,15.6,1920x1080,Intel,4,256GB,Linux,29783.52,Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,160,375,677,508,Intel,0,0,1,0,62,1,0,0,0,0,0,0,0,0,0,270,809
Lenovo,17.3,1600x900,AMD,8,1TB,Windows 10,27652.32,Regular,Radeon R4,A6-Series 9220 2.5GHz,HDD,301,619,171,260,Amd,1,0,0,0,1065,0,0,0,0,0,0,0,0,1,0,3,19
Dell,15.6,1920x1080,Intel,4,256GB,Windows 10,39906.72,Full HD ,Radeon 530,Core i5 8250U 1.6GHz,SSD,301,375,677,508,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,41,809
Lenovo,12.5,1920x1080,Intel,8,256GB,Windows 10,76137.12,IPS Panel Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,301,619,39,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
Lenovo,15.6,1920x1080,Intel,4,128GB,Windows 10,18594.72,Full HD ,HD Graphics 505,Pentium Quad Core N4200 1.1GHz,SSD,301,375,677,177,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,11,809
HP,15.6,1920x1080,Intel,8,128GB,Windows 10,58554.72,IPS Panel Full HD ,GeForce GTX 1050,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,279,619,677,177,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,61,809
Dell,14.0,1920x1080,Intel,8,256GB,Windows 10,62817.12,Full HD ,GeForce 930MX,Core i5 7440HQ 2.8GHz,SSD,301,619,199,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,20,809
Acer,15.6,1366x768,Intel,4,500GB,Linux,23539.1,Regular,HD Graphics 620,Core i5 7200U 2.5GHz,HDD,107,375,677,132,Intel,0,0,1,0,62,0,0,0,0,0,0,0,0,1,0,270,282
Dell,15.6,1920x1080,Intel,8,64GB,Windows 10,106187.04,Full HD ,Quadro M620,Xeon E3-1505M V6 3GHz,Flash Storage +  1TB HDD,301,619,677,17,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,5,809
MSI,15.6,1920x1080,Intel,8,256GB,Windows 10,54757.99,Full HD ,GeForce GTX 1050,Core i5 7300HQ 2.5GHz,SSD,59,619,677,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,61,809
Microsoft,13.5,2256x1504,Intel,16,512GB,Windows 10 S,137941.92,Touchscreen ,Iris Plus Graphics 640,Core i7 7660U 2.5GHz,SSD,6,216,6,145,Intel,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,8,6
HP,15.6,1366x768,Intel,8,128GB,Windows 10,31381.92,Regular,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,279,619,677,177,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
Dell,15.6,1920x1080,Intel,16,256GB,Windows 10,105228.0,IPS Panel Full HD ,Quadro M620,Core i7 6820HQ 2.7GHz,SSD,301,216,677,508,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,5,809
HP,15.6,1920x1080,Intel,8,512GB,Windows 10,81731.52,IPS Panel Full HD ,HD Graphics 620,Core i7 7820HQ 2.9GHz,SSD,279,619,677,145,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
Lenovo,14.0,1920x1080,Intel,8,256GB,Windows 10,71661.6,Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,301,619,199,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Dell,15.6,1920x1080,Intel,8,128GB,Windows 10,52161.12,Full HD ,Radeon 530,Core i7 8550U 1.8GHz,SSD +  1TB HDD,301,619,677,177,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,41,809
Dell,11.6,1366x768,Intel,4,500GB,Windows 10,25521.12,Touchscreen ,HD Graphics 405,Pentium Quad Core N3710 1.6GHz,HDD,301,375,33,132,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,0,1,8,282
Dell,17.3,1920x1080,Intel,8,1TB,Windows 10,109010.88,IPS Panel Full HD ,GeForce GTX 1060,Core i7 7700HQ 2.7GHz,HDD,301,619,171,260,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,45,809
Microsoft,13.5,2256x1504,Intel,4,128GB,Windows 10 S,52693.92,Touchscreen ,HD Graphics 615,Core M m3-7Y30 2.2GHz,SSD,6,375,6,177,Intel,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,14,6
Microsoft,13.5,2256x1504,Intel,8,256GB,Windows 10 S,95850.72,Touchscreen ,Iris Plus Graphics 640,Core i7 7660U 2.5GHz,SSD,6,619,6,508,Intel,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,8,6
HP,17.3,1600x900,Intel,8,256GB,Windows 10,34093.87,Regular,HD Graphics 520,Core i3 6006U 2GHz,SSD,279,619,171,508,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,170,19
Acer,15.6,1920x1080,Intel,4,1TB,Windows 10,28984.32,Full HD ,GeForce 940MX,Core i3 6006U 2GHz,HDD,107,375,677,260,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,38,809
Acer,11.6,1366x768,Intel,4,128GB,Windows 10,23176.8,Regular,HD Graphics 400,Celeron Dual Core N3060 1.6GHz,SSD,107,375,33,177,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,34,282
Asus,15.6,1920x1080,Intel,8,1TB,Windows 10,39906.72,Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,HDD,160,619,677,260,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Lenovo,15.6,1920x1080,Intel,8,256GB,Windows 10,111355.2,Full HD ,Quadro M2200M,Core i7 7820HQ 2.9GHz,SSD,301,619,677,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,3,809
Asus,15.6,1366x768,Intel,4,500GB,Windows 10,16197.12,Regular,HD Graphics 500,Pentium Quad Core N4200 1.1GHz,HDD,160,375,677,132,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,36,282
Acer,15.6,1366x768,Intel,4,500GB,Windows 10,24988.32,Regular,GeForce GTX 940MX,Core i3 6006U 2GHz,HDD,107,375,677,132,Nvidia,0,0,0,1,1065,0,0,0,0,0,0,0,0,1,0,3,282
Dell,15.6,1920x1080,Intel,8,2TB,Windows 10,40439.52,Full HD ,Radeon 530,Core i5 8250U 1.6GHz,HDD,301,619,677,21,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,41,809
HP,17.3,1920x1080,Intel,12,1TB,Windows 10,90522.72,IPS Panel Full HD ,GeForce GTX 1060,Core i7 7700HQ 2.8GHz,HDD,279,25,171,260,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,45,809
Lenovo,14.0,2560x1440,Intel,12,256GB,Windows 10,98994.24,IPS Panel Quad HD,HD Graphics 520,Core i7 6600U 2.6GHz,SSD,301,25,199,508,Intel,0,0,1,0,1065,0,0,0,1,0,0,0,0,0,0,170,27
HP,13.3,3840x2160,Intel,8,512GB,Windows 10,106506.72,IPS Panel ,UHD Graphics 620,Core i7 8550U 1.8GHz,SSD,279,619,164,145,Intel,0,0,1,0,1065,0,1,0,0,0,0,0,0,0,0,68,43
HP,15.6,1920x1080,Intel,8,500GB,Windows 10,61485.12,Full HD ,FirePro W4190M ,Core i5 7200U 2.5GHz,HDD,279,619,677,132,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,2,809
Google,12.3,2400x1600,Intel,8,128GB,Chrome OS,67932.0,Touchscreen ,HD Graphics 615,Core i5 7Y57 1.2GHz,SSD,3,619,5,177,Intel,0,0,1,0,27,0,0,0,0,0,0,0,0,0,1,14,4
Dell,13.3,1920x1080,Intel,8,256GB,Windows 10,98133.77,Full HD ,UHD Graphics 620,Core i5 8250U 1.6GHz,SSD,301,619,164,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,68,809
Asus,15.6,3840x2160,Intel,12,128GB,Windows 10,69210.72,IPS Panel ,HD Graphics 530,Core i7 6700HQ 2.6GHz,SSD +  1TB HDD,160,25,677,177,Intel,0,0,1,0,1065,0,1,0,0,0,0,0,0,0,0,1,43
Dell,14.0,1366x768,Intel,8,128GB,Windows 10,39427.2,Regular,HD Graphics 520,Core i3 6100U 2.3GHz,SSD,301,619,199,177,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,170,282
Dell,15.6,1920x1080,Intel,8,256GB,Windows 10,128298.24,Full HD ,Quadro M1200,Core i7 7700HQ 2.8GHz,SSD,301,619,677,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,9,809
Lenovo,14.0,1920x1080,Intel,8,180GB,Windows 10,72673.92,Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,301,619,199,5,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Dell,15.6,1920x1080,Intel,8,1TB,Windows 10,35964.0,Full HD ,Radeon 520,Core i5 8250U 1.6GHz,HDD,301,619,677,260,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,17,809
Toshiba,13.3,1920x1080,Intel,8,256GB,Windows 10,89084.16,IPS Panel Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,48,619,164,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
Dell,15.6,1920x1080,Intel,8,512GB,Windows 10,67239.36,IPS Panel Full HD ,GeForce 940MX,Core i7 8550U 1.8GHz,SSD,301,619,677,145,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,38,809
Dell,15.6,1366x768,Intel,4,1TB,Windows 10,31254.05,Regular,HD Graphics 620,Core i3 7100U 2.4GHz,HDD,301,375,677,260,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
HP,13.3,1920x1080,Intel,4,128GB,Windows 10,38681.28,IPS Panel Full HD ,UHD Graphics 620,Core i5 8250U 1.6GHz,SSD,279,375,164,177,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,68,809
Chuwi,15.6,1920x1080,Intel,4,64GB,Windows 10,13261.39,Full HD ,HD Graphics,Atom x5-Z8350 1.44GHz,Flash Storage,3,375,677,17,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,29,809
Lenovo,15.6,1366x768,Intel,4,128GB,Windows 10,30103.2,Regular,HD Graphics 520,Core i3 6006U 2.0GHz,SSD,301,375,677,177,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,170,282
Lenovo,14.0,1920x1080,Intel,8,256GB,Windows 10,55890.72,IPS Panel Full HD ,UHD Graphics 620,Core i5 8250U 1.6GHz,SSD,301,619,199,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,68,809
Dell,15.6,1920x1080,Intel,16,512GB,Windows 10,124568.64,IPS Panel Full HD ,Quadro M620,Core i7 6820HQ 2.7GHz,SSD,301,216,677,145,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,5,809
Dell,15.6,1920x1080,Intel,16,512GB,Windows 10,101178.72,Full HD ,GeForce GTX 1050,Core i7 7700HQ 2.8GHz,SSD,301,216,677,145,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,61,809
Lenovo,12.5,1920x1080,Intel,16,512GB,Windows 10,95797.44,IPS Panel Full HD ,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,301,216,39,145,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
Asus,12.5,1920x1080,Intel,16,512GB,Windows 10,103896.0,Full HD ,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,160,216,39,145,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Lenovo,15.6,1920x1080,Intel,8,256GB,Windows 10,53918.83,IPS Panel Full HD ,GeForce 940MX,Core i5 7200U 2.5GHz,SSD,301,619,677,508,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,38,809
Toshiba,13.3,1920x1080,Intel,32,512GB,Windows 10,149130.72,Full HD ,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,48,31,164,145,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Asus,15.6,1920x1080,Intel,8,128GB,Windows 10,71928.0,Full HD ,GeForce GTX 1050,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,160,619,677,177,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,61,809
Acer,15.6,1366x768,AMD,8,1TB,Windows 10,30849.12,Regular,Radeon RX 540,A10-Series 9620P 2.5GHz,HDD,107,619,677,260,Amd,1,0,0,0,1065,0,0,0,0,0,0,0,0,1,0,2,282
Asus,17.3,1920x1080,Intel,24,256GB,Windows 10,67612.32,IPS Panel Full HD ,GeForce GTX 965M,Core i7 6700HQ 2.6GHz,SSD +  1TB HDD,160,3,171,508,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,3,809
Lenovo,12.5,1366x768,Intel,8,180GB,Windows 10,58554.72,IPS Panel ,HD Graphics 520,Core i5 6200U 2.3GHz,SSD,301,619,39,5,Intel,0,0,1,0,1065,0,1,0,0,0,0,0,0,0,0,170,282
Lenovo,15.6,1920x1080,Intel,8,256GB,Windows 10,47893.39,Full HD ,UHD Graphics 620,Core i7 8550U 1.8GHz,SSD,301,619,677,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,68,809
HP,14.0,1920x1080,Intel,8,1TB,Windows 10,93186.72,Full HD ,HD Graphics 620,Core i7 7600U 2.8GHz,SSD,279,619,199,260,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Lenovo,13.3,1920x1080,Intel,8,256GB,Windows 10,50562.72,IPS Panel Full HD ,HD Graphics 620,Core i3 7100U 2.4GHz,SSD,301,619,164,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
Lenovo,15.6,1920x1080,Intel,8,256GB,Windows 10,48538.08,IPS Panel Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,301,619,677,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
Asus,11.6,1366x768,Intel,4,64GB,Windows 10 S,18115.2,Regular,HD Graphics 500,Celeron Dual Core N3350 1.1GHz,Flash Storage,160,375,33,17,Intel,0,0,1,0,8,0,0,0,0,0,0,0,0,1,0,36,282
HP,15.6,1366x768,Intel,8,256GB,Windows 10,32979.79,Regular,Radeon 520,Core i5 7200U 2.5GHz,SSD,279,619,677,508,Amd,1,0,0,0,1065,0,0,0,0,0,0,0,0,1,0,17,282
Lenovo,13.9,1920x1080,Intel,8,256GB,Windows 10,85194.72,IPS Panel Full HD ,UHD Graphics 620,Core i5 8250U 1.6GHz,SSD,301,619,6,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,68,809
Lenovo,14.0,1366x768,Intel,4,500GB,Windows 10,15930.72,Regular,HD Graphics 500,Celeron Dual Core N3350 1.1GHz,HDD,301,375,199,132,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,36,282
Lenovo,11.6,1366x768,Intel,4,16GB,Chrome OS,14119.2,Regular,HD Graphics 400,Celeron Dual Core N3060 1.6GHz,SSD,301,375,33,10,Intel,0,0,1,0,27,0,0,0,0,0,0,0,0,1,0,34,282
Lenovo,13.3,1920x1080,Intel,8,256GB,Windows 10,50562.72,Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,301,619,164,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Asus,15.6,1920x1080,Intel,8,256GB,Windows 10,65214.72,Full HD ,HD Graphics 620,Core i7 7500U 2.7GHz,SSD +  1TB HDD,160,619,677,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Acer,15.6,1920x1080,Intel,4,1TB,Windows 10,32660.64,IPS Panel Full HD ,GeForce MX150,Core i5 8250U 1.6GHz,HDD,107,375,677,260,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,10,809
HP,13.3,1920x1080,Intel,8,512GB,Windows 10,70489.44,IPS Panel Full HD ,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,279,619,164,145,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
Dell,13.3,1920x1080,Intel,8,128GB,Windows 10,47898.72,IPS Panel Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,301,619,164,177,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
Acer,15.6,1920x1080,Intel,4,500GB,Windows 10,34045.92,Full HD ,GeForce 940MX,Core i7 7500U 2.7GHz,HDD,107,375,677,132,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,38,809
Dell,15.6,1920x1080,Intel,8,1TB,Windows 10,44542.08,Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,HDD,301,619,677,260,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Dell,15.6,1920x1080,Intel,16,256GB,Windows 10,64961.11,Full HD ,Radeon 530,Core i7 8550U 1.8GHz,SSD +  2TB HDD,301,216,677,508,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,41,809
Asus,11.6,1366x768,Intel,2,32GB,Windows 10,13053.6,Regular,HD Graphics 500,Celeron Dual Core N3350 1.1GHz,Flash Storage,160,22,33,45,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,36,282
HP,15.6,1366x768,Intel,4,1TB,Windows 10,27783.92,Touchscreen ,UHD Graphics 620,Core i5 8250U 1.6GHz,HDD,279,375,677,260,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,0,1,68,282
Asus,15.6,1920x1080,Intel,24,512GB,Windows 10,158135.04,Full HD ,GeForce GTX1080,Core i7 7700HQ 2.8GHz,SSD,160,3,677,145,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,1,809
HP,15.6,1920x1080,Intel,8,256GB,Windows 10,47365.92,Full HD ,GeForce 930MX,Core i5 7200U 2.5GHz,SSD,279,619,677,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,20,809
Asus,17.3,1920x1080,Intel,16,256GB,Windows 10,80133.12,Full HD ,GeForce GTX1050 Ti,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,160,216,171,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,1,809
Lenovo,15.6,1920x1080,Intel,8,256GB,Windows 10,74538.72,IPS Panel Full HD ,GeForce GTX 1060,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,301,619,677,508,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,45,809
HP,13.3,1920x1080,Intel,8,256GB,Windows 10,74538.72,IPS Panel Full HD ,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,279,619,164,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
Dell,14.0,1920x1080,Intel,8,256GB,Windows 10,68184.01,Full HD ,HD Graphics 620,Core i5 7300U 2.6GHz,SSD,301,619,199,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
HP,15.6,1366x768,Intel,4,128GB,Windows 10,36709.92,Regular,HD Graphics 520,Core i3 6006U 2GHz,SSD,279,375,677,177,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,170,282
Dell,17.3,1920x1080,Intel,8,128GB,Linux,47365.92,IPS Panel Full HD ,Radeon 530,Core i5 8250U 1.6GHz,SSD +  1TB HDD,301,619,171,177,Amd,1,0,0,0,62,0,0,1,0,0,0,0,0,0,0,41,809
Lenovo,14.0,1920x1080,Intel,8,256GB,Windows 7,71395.2,Full HD ,HD Graphics 520,Core i5 6200U 2.3GHz,SSD,301,619,199,508,Intel,0,0,1,0,43,1,0,0,0,0,0,0,0,0,0,170,809
Lenovo,15.6,1920x1080,Intel,4,1TB,Windows 10,42570.72,Full HD ,GeForce 920MX,Core i7 7500U 2.7GHz,HDD,301,375,677,260,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,10,809
Dell,15.6,1920x1080,Intel,4,500GB,Windows 10,31168.8,Full HD ,Radeon R5 M430,Core i5 7200U 2.5GHz,HDD,301,375,677,132,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,20,809
